,Com_Ori,Com_Des,Mun_Ori,Mun_Des,Modo,Hora_Ini,Recur,Municipio,Per_hog,Turismos,Motos,Tipo_familia,Sexo,Edad,Actividad,crnt_tur,Año,Income,O_long,O_lat,D_long,D_lat
123,Tolosaldea,Donostialdea,Villabona,Andoain,Coche conductor,16:30,23,Villabona,1,2,1,Hogar de una persona,2,5,1,1,2021,26880.06,-2.052511974298648,43.185373873775035,-2.033693,43.256347
124,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,08:20,22,Donostia/San Sebastian,2,2,1,1 adulto con niño(s),2,5,1,1,2021,23732.11,-1.9966804724804588,43.29140627406455,-2.033693,43.256347
125,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,EUSKOTREN,16:00,22,Errenteria,2,3,1,2 adultos con niño(s),2,5,1,1,2021,23351.76,-1.9742426762738337,43.32320025708188,-2.033693,43.256347
126,Bidasoa,Donostialdea,Irun,Lezo,Coche conductor,14:00,21,Lezo,1,2,1,2 adultos,2,3,1,1,2021,22096.735,-1.8098090431289058,43.33022572207427,-2.033693,43.256347
127,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Moto,11:15,23,Errenteria,2,2,2,2 adultos con niño(s),1,4,1,1,2021,22248.07,-2.0092883146925558,43.30320784149848,-2.033693,43.256347
128,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Coche conductor,14:00,22,Lasarte-Oria,1,3,2,2 adultos,2,5,1,1,2021,26691.86,-1.979925539505232,43.31806742510397,-2.033693,43.256347
129,Donostialdea,Donostialdea,Urnieta,Donostia/San Sebastian,Coche conductor,14:00,22,Donostia/San Sebastian,2,2,1,2 adultos con niño(s),1,5,1,1,2021,22887.65,-1.991537895815294,43.241820729900155,-2.033693,43.256347
130,Debagoiena,Donostialdea,Oñati,Donostia/San Sebastian,Coche conductor,17:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,4,1,1,2021,25017.26,-2.42034509087431,43.03743876229652,-2.033693,43.256347
131,Donostialdea,Donostialdea,Hernani,Andoain,Coche conductor,18:30,99,Andoain,1,3,2,2 adultos,1,6,1,1,2021,28056.81,-1.9753876032098256,43.26707744371857,-2.033693,43.256347
132,Donostialdea,Donostialdea,Usurbil,Lasarte-Oria,Andando,16:15,99,Lasarte-Oria,2,3,2,Otros hogares con niños,2,3,1,1,2021,21145.885,-2.0206486323038777,43.27763233420137,-2.033693,43.256347
133,Debabarrena,Donostialdea,Eibar,Donostia/San Sebastian,Coche conductor,09:30,99,Eibar,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25378.56,-2.47660434500139,43.183101189616785,-2.033693,43.256347
134,Donostialdea,Donostialdea,Pasaia,Oiartzun,Coche conductor,04:30,23,Pasaia,2,2,1,Otros hogares sin niños,1,5,1,1,2021,22462.65,-1.92752794938585,43.323293740331074,-2.033693,43.256347
135,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Autobús interurbano,16:20,22,Lasarte-Oria,1,2,1,Hogar de una persona,2,4,1,1,2021,22393.67,-2.022158145420894,43.270200303597136,-2.033693,43.256347
136,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,EUSKOTREN,07:15,22,Errenteria,2,3,1,Otros hogares sin niños,2,3,1,1,2021,21602.285,-1.9097420351915784,43.3147496340244,-2.033693,43.256347
137,Debagoiena,Donostialdea,Arrasate/Mondragon,Oiartzun,Coche conductor,14:00,99,Lezo,2,3,1,Otros hogares con niños,2,5,1,1,2021,25635.41,-2.5120188217017065,43.06406215731592,-2.033693,43.256347
138,Donostialdea,Donostialdea,Pasaia,Errenteria,Autobús interurbano,14:30,22,Pasaia,1,1,1,2 adultos,2,3,1,2,2021,21906.235,-1.9382578477527599,43.325822303936555,-2.033693,43.256347
139,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Coche conductor,13:30,23,Donostia/San Sebastian,2,2,1,Otros hogares con niños,1,5,1,1,2021,24051.47,-1.9181488511729639,43.32061297640593,-2.033693,43.256347
140,Donostialdea,Donostialdea,Donostia/San Sebastian,Urnieta,Coche conductor,05:30,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,4,1,1,2021,24591.56,-1.989612236118233,43.30151151323202,-2.033693,43.256347
141,Donostialdea,Donostialdea,Donostia/San Sebastian,Oiartzun,Coche conductor,06:00,22,Oiartzun,1,2,1,Hogar de una persona,1,5,1,1,2021,28815.56,-1.9953026378866883,43.30505281969076,-2.033693,43.256347
142,Tolosaldea,Donostialdea,Tolosa,Pasaia,Coche conductor,19:00,99,Errenteria,2,3,1,Otros hogares con niños,1,4,1,1,2021,22076.47,-2.077568999034408,43.13537440678539,-2.033693,43.256347
143,Donostialdea,Donostialdea,Lasarte-Oria,Errenteria,Moto,17:30,99,,2,2,2,Otros hogares sin niños,1,4,1,1,2021,24596.86,-2.0197419957723537,43.25505899098321,-2.033693,43.256347
144,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Autobús interurbano,10:00,23,Lasarte-Oria,1,1,1,2 adultos,2,4,1,2,2021,20903.150000000005,-2.019910612867638,43.268742368173676,-2.033693,43.256347
145,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,18:30,23,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,1,6,1,1,2021,28231.56,-1.9850881047785405,43.32448804865183,-2.033693,43.256347
146,Goierri                              ,Donostialdea,Beasain,Donostia/San Sebastian,Coche conductor,16:00,21,Donostia/San Sebastian,1,2,2,Hogar de una persona,1,6,1,1,2021,28793.01,-2.1901319202647076,43.05089082709251,-2.033693,43.256347
147,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Coche pasajero,17:30,22,Donostia/San Sebastian,1,1,1,Hogar de una persona,1,5,1,1,2021,23874.8,-1.7882923011866472,43.347005019229215,-2.033693,43.256347
148,Debagoiena,Donostialdea,Arrasate/Mondragon,Oiartzun,Coche conductor,14:00,99,Lezo,2,3,1,Otros hogares con niños,2,5,1,1,2021,25635.41,-2.5163519709810855,43.06901443537801,-2.033693,43.256347
149,Urola Kosta       ,Donostialdea,Zarautz,Donostia/San Sebastian,Coche conductor,21:30,22,Donostia/San Sebastian,1,3,1,2 adultos,1,4,1,1,2021,27790.76,-2.1739249244493157,43.27650451603973,-2.033693,43.256347
150,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Coche conductor,20:00,22,Donostia/San Sebastian,2,3,1,Otros hogares sin niños,1,5,1,1,2021,28611.11,-2.023102672560997,43.27224433723861,-2.033693,43.256347
151,Bidasoa,Donostialdea,Hondarribia,Errenteria,Coche conductor,16:30,22,Errenteria,1,2,2,2 adultos,2,4,1,1,2021,22097.67,-1.791276666057461,43.356356970585004,-2.033693,43.256347
152,Bidasoa,Donostialdea,Hondarribia,Donostia/San Sebastian,Coche conductor,15:00,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,5,1,1,2021,24223.07,-1.7976416011404928,43.361603301065216,-2.033693,43.256347
153,Donostialdea,Donostialdea,Donostia/San Sebastian,Lezo,Coche conductor,07:30,22,Donostia/San Sebastian,1,2,1,2 adultos,2,4,1,1,2021,24441.16,-1.991439423339778,43.29600260167758,-2.033693,43.256347
154,Bidasoa,Donostialdea,Hondarribia,Donostia/San Sebastian,Coche conductor,08:00,22,Hondarribia,2,3,1,Otros hogares con niños,2,4,1,1,2021,23412.41,-1.7984980131093118,43.379532170167494,-2.033693,43.256347
155,Donostialdea,Donostialdea,Oiartzun,Lezo,Coche conductor,10:00,99,Donostia/San Sebastian,1,4,2,2 adultos,1,6,1,1,2021,28637.91,-1.8809089413662863,43.304558478424916,-2.033693,43.256347
156,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,EUSKOTREN,09:00,22,Errenteria,2,2,1,2 adultos con niño(s),2,6,1,1,2021,24957.61,-1.904872004174691,43.30920783146365,-2.033693,43.256347
157,Bidasoa,Donostialdea,Irun,Lezo,Coche conductor,08:15,22,Irun,2,3,2,2 adultos con niño(s),1,5,1,1,2021,27465.11,-1.7865437227590673,43.33333608483908,-2.033693,43.256347
158,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,EUSKOTREN,10:00,23,Irun,2,1,1,Otros hogares con niños,2,3,1,2,2021,21032.985,-1.7870410503153,43.33322376603258,-2.033693,43.256347
159,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,EUSKOTREN,07:20,99,Errenteria,2,1,1,Otros hogares sin niños,1,4,1,2,2021,21338.35,-1.9001169833609037,43.31336536258401,-2.033693,43.256347
160,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Moto,13:00,22,Donostia/San Sebastian,2,2,3,Otros hogares con niños,1,4,1,1,2021,26787.11,-1.8948991876766381,43.313091036434066,-2.033693,43.256347
161,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Coche conductor,08:30,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),2,4,1,1,2021,23609.11,-2.005192499735998,43.29981899961486,-2.033693,43.256347
162,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Autobús interurbano,16:30,22,Lasarte-Oria,2,2,3,2 adultos con niño(s),2,5,1,1,2021,25859.81,-2.0456960088261167,43.304424729077724,-2.033693,43.256347
163,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,19:00,22,Errenteria,2,2,2,2 adultos con niño(s),2,5,1,1,2021,20421.15,-1.9761558856118446,43.304803479685795,-2.033693,43.256347
164,Urola Kosta       ,Donostialdea,Zarautz,Donostia/San Sebastian,Coche conductor,15:20,21,Hondarribia,2,2,1,2 adultos con niño(s),1,5,1,1,2021,24197.97,-2.1686445913239267,43.274378536829495,-2.033693,43.256347
165,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Moto,07:00,22,Pasaia,2,3,2,2 adultos con niño(s),2,5,1,1,2021,25616.509999999995,-1.9123570879791651,43.32308436144124,-2.033693,43.256347
166,Donostialdea,Donostialdea,Errenteria,Urnieta,RENFE,15:30,99,Errenteria,2,1,1,Otros hogares sin niños,2,3,1,2,2021,21602.285,-1.8957898882462965,43.296900518562836,-2.033693,43.256347
167,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Coche conductor,08:10,22,Errenteria,2,3,2,Otros hogares con niños,2,5,1,1,2021,25547.31,-1.9005743316088712,43.312759666369516,-2.033693,43.256347
168,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Coche conductor,16:00,99,Bilbao,2,4,1,2 adultos con niño(s),1,5,1,1,2021,27788.81,-1.7942347193322723,43.339819641621524,-2.033693,43.256347
169,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,05:30,22,Donostia/San Sebastian,2,3,3,Otros hogares con niños,1,3,1,1,2021,22045.635,-1.9814477720225045,43.31545185423616,-2.033693,43.256347
170,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,EUSKOTREN,07:30,22,Lasarte-Oria,2,4,1,2 adultos con niño(s),2,5,1,1,2021,25859.81,-2.021179791644828,43.26918382956145,-2.033693,43.256347
171,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Coche conductor,15:00,22,Lasarte-Oria,2,2,1,2 adultos con niño(s),2,5,1,1,2021,25859.81,-1.9708825965799766,43.30570455071849,-2.033693,43.256347
172,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,05:10,23,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,1,6,1,1,2021,25864.41,-1.9714494448329656,43.311575216656784,-2.033693,43.256347
173,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,EUSKOTREN,07:30,22,Lasarte-Oria,2,4,1,2 adultos con niño(s),2,5,1,1,2021,25859.81,-2.0157255244068604,43.2686337980156,-2.033693,43.256347
174,Goierri                              ,Donostialdea,Beasain,Hernani,Coche conductor,05:30,22,Hernani,2,3,1,Otros hogares sin niños,1,4,1,1,2021,26804.31,-2.209558430590137,43.04371482063349,-2.033693,43.256347
175,Donostialdea,Donostialdea,Hernani,Donostia/San Sebastian,Coche conductor,13:00,22,Donostia/San Sebastian,1,3,2,2 adultos,1,6,1,1,2021,28637.91,-1.9677396327740195,43.257758838754384,-2.033693,43.256347
176,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Coche conductor,19:00,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,5,1,1,2021,28185.41,-1.7542242681898477,43.340321034486934,-2.033693,43.256347
177,Bidasoa,Donostialdea,Irun,Oiartzun,Coche conductor,08:15,22,Irun,1,2,1,Hogar de una persona,2,4,1,1,2021,20945.35,-1.7975931182054985,43.33897379425935,-2.033693,43.256347
178,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Moto,11:30,22,Pasaia,2,2,3,Otros hogares sin niños,1,3,1,2,2021,24159.385,-1.9181488511729639,43.32061297640593,-2.033693,43.256347
179,Debagoiena,Donostialdea,Oñati,Donostia/San Sebastian,Coche conductor,17:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,4,1,1,2021,25017.26,-2.4307883809589543,43.049371774516594,-2.033693,43.256347
180,Donostialdea,Donostialdea,Oiartzun,Errenteria,Coche conductor,14:50,22,Oiartzun,2,3,2,Otros hogares con niños,2,3,1,1,2021,23763.435,-1.858357131241793,43.297176933420886,-2.033693,43.256347
181,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,20:00,22,Hernani,1,2,1,Hogar de una persona,2,5,1,1,2021,22911.92,-1.983196636226462,43.31998623840259,-2.033693,43.256347
182,Donostialdea,Donostialdea,Lezo,Usurbil,Coche conductor,21:00,22,Lezo,2,3,1,Otros hogares con niños,1,4,1,1,2021,23759.76,-1.8965439945728138,43.32269279664344,-2.033693,43.256347
183,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Moto,14:00,22,Pasaia,2,3,2,2 adultos con niño(s),2,5,1,1,2021,21654.17,-1.9698553320987584,43.32443911474632,-2.033693,43.256347
184,Donostialdea,Donostialdea,Hernani,Lasarte-Oria,Coche conductor,14:45,22,,1,2,1,Hogar de una persona,1,3,1,1,2021,25151.135,-1.9891121110497563,43.27712799768358,-2.033693,43.256347
185,Donostialdea,Donostialdea,Donostia/San Sebastian,Lezo,Coche conductor,07:00,23,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,4,1,1,2021,24591.56,-1.9834385198286129,43.32035551549259,-2.033693,43.256347
186,Donostialdea,Donostialdea,Pasaia,Oiartzun,Autobús interurbano,06:30,22,Pasaia,2,3,2,Otros hogares con niños,2,3,1,2,2021,23269.735,-1.9185079263772788,43.31683143308422,-2.033693,43.256347
187,Donostialdea,Donostialdea,Errenteria,Oiartzun,Coche conductor,19:30,22,Oiartzun,2,3,2,Otros hogares con niños,2,3,1,1,2021,21396.285,-1.9040711760718945,43.319947267069615,-2.033693,43.256347
188,Bidasoa,Donostialdea,Hondarribia,Donostia/San Sebastian,Coche conductor,15:00,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,5,1,1,2021,24223.07,-1.793438836743175,43.36952818689399,-2.033693,43.256347
189,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Coche conductor,11:30,22,Irun,2,2,2,2 adultos con niño(s),2,5,1,1,2021,23379.76,-1.800409353786623,43.333087303835384,-2.033693,43.256347
190,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche pasajero,13:00,22,Errenteria,2,2,1,Otros hogares sin niños,1,3,1,1,2021,20299.445,-1.974009883712495,43.30405190406741,-2.033693,43.256347
191,Debagoiena,Donostialdea,Arrasate/Mondragon,Oiartzun,Coche conductor,14:00,99,Lezo,2,3,1,Otros hogares con niños,2,5,1,1,2021,25635.41,-2.46695834953618,43.075005748427735,-2.033693,43.256347
192,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche pasajero,13:00,22,Errenteria,2,2,1,Otros hogares sin niños,1,3,1,1,2021,20299.445,-1.985233756186715,43.286539283290594,-2.033693,43.256347
193,Goierri                              ,Donostialdea,Beasain,Hernani,Coche conductor,05:30,22,Hernani,2,3,1,Otros hogares sin niños,1,4,1,1,2021,26804.31,-2.198119536992454,43.04825424320508,-2.033693,43.256347
194,Donostialdea,Donostialdea,Donostia/San Sebastian,Usurbil,Coche conductor,07:30,22,Donostia/San Sebastian,2,2,1,2 adultos con niño(s),1,5,1,1,2021,28185.41,-2.02636801054595,43.29721869133565,-2.033693,43.256347
195,Goierri                              ,Donostialdea,Urretxu,Lezo,Coche conductor,07:30,22,Urretxu,2,4,1,Otros hogares con niños,1,4,1,1,2021,26469.31,-2.319230657054369,43.08924947655295,-2.033693,43.256347
196,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Moto,11:30,22,Pasaia,2,2,3,Otros hogares sin niños,1,3,1,2,2021,24159.385,-1.926523597550857,43.324873537936455,-2.033693,43.256347
197,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,07:20,22,Donostia/San Sebastian,2,3,1,Otros hogares sin niños,1,5,1,1,2021,26243.96,-1.956928761820326,43.32005361466026,-2.033693,43.256347
198,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,17:45,22,Errenteria,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27437.11,-1.9420355498737787,43.32099820422495,-2.033693,43.256347
199,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Coche conductor,07:30,22,Irun,2,3,1,2 adultos con niño(s),1,6,1,1,2021,24718.41,-1.7995473333533363,43.34244085211389,-2.033693,43.256347
200,Urola Kosta       ,Donostialdea,Zarautz,Donostia/San Sebastian,Coche conductor,14:30,22,Zarautz,1,2,2,2 adultos,1,4,1,1,2021,25326.11,-2.16809095417317,43.283074885500966,-2.033693,43.256347
201,Donostialdea,Donostialdea,Hernani,Donostia/San Sebastian,Coche conductor,18:00,21,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,1,5,1,1,2021,28611.11,-1.9587740652069032,43.267592454896814,-2.033693,43.256347
202,Donostialdea,Donostialdea,Lezo,Pasaia,Coche conductor,14:00,22,Pasaia,2,3,1,Otros hogares sin niños,2,4,1,1,2021,23184.11,-1.8603715327237713,43.32402949821277,-2.033693,43.256347
203,Donostialdea,Donostialdea,Hernani,Donostia/San Sebastian,Coche conductor,18:30,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,4,1,1,2021,26958.709999999995,-1.9677396327740195,43.257758838754384,-2.033693,43.256347
204,Urola Kosta       ,Donostialdea,Orio,Usurbil,Coche conductor,21:00,22,Usurbil,2,3,1,2 adultos con niño(s),2,4,1,1,2021,25571.56,-2.12761146024622,43.283366333721894,-2.033693,43.256347
205,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Coche conductor,08:30,22,Errenteria,2,2,1,Otros hogares sin niños,2,3,1,1,2021,23969.435,-1.9011995024751998,43.31567231934571,-2.033693,43.256347
206,Donostialdea,Donostialdea,Usurbil,Lasarte-Oria,Moto,10:45,99,Lasarte-Oria,2,3,2,Otros hogares con niños,1,6,1,1,2021,24659.71,-2.0274239770270133,43.27583380081421,-2.033693,43.256347
207,Urola Kosta       ,Donostialdea,Zarautz,Lasarte-Oria,Coche conductor,14:05,22,Lasarte-Oria,2,4,1,2 adultos con niño(s),1,5,1,1,2021,23615.67,-2.174725528525905,43.27624645246695,-2.033693,43.256347
208,Urola Kosta       ,Donostialdea,Zarautz,Errenteria,Coche conductor,14:30,22,Zarautz,1,2,1,Hogar de una persona,1,5,1,1,2021,29075.06,-2.1604552067945058,43.286242398803076,-2.033693,43.256347
209,Bidasoa,Donostialdea,Irun,Errenteria,Coche conductor,16:00,22,Errenteria,1,2,1,Hogar de una persona,2,5,1,1,2021,21408.3,-1.8251478668705154,43.325129190794534,-2.033693,43.256347
210,Urola Kosta       ,Donostialdea,Orio,Errenteria,Coche conductor,16:30,22,Errenteria,2,2,2,2 adultos con niño(s),1,4,1,1,2021,22248.07,-2.0979695368348987,43.296593759489916,-2.033693,43.256347
211,Donostialdea,Donostialdea,Lasarte-Oria,Errenteria,Coche conductor,13:00,22,Errenteria,1,3,1,2 adultos,1,6,1,1,2021,25522.46,-2.008872195563776,43.27764874870614,-2.033693,43.256347
212,Debagoiena,Donostialdea,Arrasate/Mondragon,Donostia/San Sebastian,Coche conductor,21:00,22,Donostia/San Sebastian,1,2,1,2 adultos,1,4,1,1,2021,27790.76,-2.5163519709810855,43.06901443537801,-2.033693,43.256347
213,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Coche conductor,16:30,22,Lasarte-Oria,2,3,2,2 adultos con niño(s),2,4,1,1,2021,23001.71,-2.008530898575303,43.31081820702384,-2.033693,43.256347
214,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Autobús interurbano,18:00,22,Errenteria,2,2,1,2 adultos con niño(s),2,5,1,1,2021,23351.76,-1.9924362251402017,43.311842273777266,-2.033693,43.256347
215,Donostialdea,Donostialdea,Andoain,Donostia/San Sebastian,Autobús interurbano,19:30,22,Donostia/San Sebastian,2,2,1,Otros hogares con niños,1,6,1,1,2021,22336.5,-2.0298698953552097,43.20226963691118,-2.033693,43.256347
216,Donostialdea,Donostialdea,Donostia/San Sebastian,Lezo,Coche conductor,12:00,99,Donostia/San Sebastian,2,4,2,Otros hogares con niños,1,4,1,1,2021,24419.96,-1.9735819137681234,43.30137522972663,-2.033693,43.256347
217,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,EUSKOTREN,07:15,22,Errenteria,2,3,1,Otros hogares sin niños,2,3,1,1,2021,21602.285,-1.909326576636469,43.309683302796934,-2.033693,43.256347
218,Bidasoa,Donostialdea,Irun,Usurbil,Coche conductor,07:00,22,Irun,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25097.96,-1.7883929977639994,43.3421317601198,-2.033693,43.256347
219,Donostialdea,Donostialdea,Donostia/San Sebastian,Urnieta,Coche conductor,14:00,22,Urnieta,2,3,1,Otros hogares sin niños,1,6,1,1,2021,27668.86,-1.9467474874339785,43.314496532637875,-2.033693,43.256347
220,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Autobús interurbano,19:00,22,Pasaia,2,3,2,Otros hogares con niños,2,3,1,1,2021,20902.585,-2.0074171810625328,43.31138144723928,-2.033693,43.256347
221,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,19:00,22,Errenteria,1,2,1,Hogar de una persona,2,5,1,1,2021,21408.3,-1.9735359645992334,43.323535407722304,-2.033693,43.256347
222,Donostialdea,Donostialdea,Errenteria,Oiartzun,Coche conductor,13:00,23,Oiartzun,2,3,2,Otros hogares con niños,2,3,1,1,2021,23763.435,-1.8948991876766381,43.313091036434066,-2.033693,43.256347
223,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Coche conductor,15:00,22,Pasaia,1,2,1,2 adultos,1,3,1,1,2021,20603.395,-1.9847120068665862,43.32155104519767,-2.033693,43.256347
